id,user_id,kind,title_ar,title_ku,title_en,body_ar,body_ku,body_en,link,order_id,vendor_id,is_read,created_at,updated_at
bdda5f23-5c6a-4425-b74e-5d8533e9d8e7,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: freeship,کرێی نوێ: freeship,New charge: freeship,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
6393f62e-b2d0-434a-8517-bfbadc63332d,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: limited,کرێی نوێ: limited,New charge: limited,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
efca1bd3-bf19-4eb3-8d6b-58183b6ce6a6,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: trending,کرێی نوێ: trending,New charge: trending,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-23 10:51:03.684997+00,2026-08-23 10:57:11.354026+00
12b695ff-b3aa-4bf5-ac14-20c548ee589c,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_placed,تم استلام طلبك #56,داواکاریت وەرگیرا #56,Order #56 received,سنبلغك عند تأكيد الطلب.,کاتی پەسەندکردن ئاگادارت دەکەینەوە.,We will notify you once it is confirmed.,/orders/ed7429ad-6b87-40db-b275-0f61d3038df2,ed7429ad-6b87-40db-b275-0f61d3038df2,,t,2026-08-23 10:32:07.552937+00,2026-08-23 10:59:20.93894+00
7b238acd-3fbe-449c-a895-f08ed7a1e358,1ca0d52c-7141-46c5-b222-0a85056da521,order_new,طلب جديد #56,داواکاری نوێ #56,New order #56,د. بەهزاد کاکە — سلێمانی,د. بەهزاد کاکە — سلێمانی,د. بەهزاد کاکە — سلێمانی,/admin,ed7429ad-6b87-40db-b275-0f61d3038df2,,t,2026-08-23 10:32:07.552937+00,2026-08-23 14:57:43.615328+00
444e4aec-2099-4cee-8cb7-13b4ca8a147b,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_paid,تم تأكيد الدفع #56,پارەدان پەسەند کرا #56,Payment received #56,"","","",/orders/ed7429ad-6b87-40db-b275-0f61d3038df2,ed7429ad-6b87-40db-b275-0f61d3038df2,,f,2026-08-23 17:03:08.454157+00,2026-08-23 17:03:08.454157+00
ba7f9e49-c876-44aa-a937-1fadb2f45435,530bd01a-44e9-4239-ad25-83623c03c15d,order_paid,طلب مدفوع #56,داواکاری پارەدراو #56,Paid order #56,"","","",/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 17:03:08.454157+00,2026-08-23 17:03:08.454157+00
5a5e0bee-36f7-43c8-bcd7-9f3acc566df2,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,reward_earned,حصلت على 55 نقطة مكافأة,55 خاڵی خەڵات بەدەستت هێنا,You earned 55 reward points,"","","",/profile/wallet,,,f,2026-08-23 17:03:08.454157+00,2026-08-23 17:03:08.454157+00
6f213a70-db4a-46d4-b059-5fad2ac094f4,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_confirmed,تم تأكيد طلبك #56,داواکاریت پەسەند کرا #56,Order #56 confirmed,جارٍ التحضير للتوصيل.,ئامادە دەکرێت بۆ گەیاندن.,It is being prepared for delivery.,/orders/ed7429ad-6b87-40db-b275-0f61d3038df2,ed7429ad-6b87-40db-b275-0f61d3038df2,,f,2026-08-23 17:03:30.033358+00,2026-08-23 17:03:30.033358+00
adbfdf62-f5e6-4a1a-87fa-82efbf36997a,530bd01a-44e9-4239-ad25-83623c03c15d,order_status,تحديث حالة الطلب #56,نوێکردنەوەی داواکاری #56,Order #56 updated,الحالة: confirmed,دۆخ: confirmed,Status: confirmed,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 17:03:30.033358+00,2026-08-23 17:03:30.033358+00
