id,match_key,name_ar,name_ku,description_ar,description_ku,brand,sku,image_url,category_id,created_at,updated_at
d80f220d-f783-4bc9-b6d3-79ebe4f46165,3m|أسلاك تقويم 3m,أسلاك تقويم 3M,تەلی ڕێکخستن 3M,أسلاك تقويم أصلي من 3M — جودة عالية وسعر جملة.,تەلی ڕێکخستن ڕەسەن لە 3M — کوالیتی باش و نرخی کۆ.,3M,3M-1007,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
f6af76ef-3a20-4ea2-91dd-511a41680cb9,orodeka|سمنت زجاجي orodeka,سمنت زجاجي Orodeka,سیمێنتی شووشەیی Orodeka,سمنت زجاجي أصلي من Orodeka — جودة عالية وسعر جملة.,سیمێنتی شووشەیی ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1001,/images/p-cement.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
8026c6d4-2f0b-4d2c-aa67-ce395f5de935,orodeka|شفاطات لعاب,شفاطات لعاب,ڕاکێشەری لەتەف,"","",Orodeka,OROD-005,,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
528aa02f-4e81-401b-b39d-041589dd6c2c,orodeka|قفازات فحص نتريل,قفازات فحص نتريل,دەستکێشی نیتریل,"","",Orodeka,OROD-001,,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
e51c61f4-c5d5-469d-b269-726a4102407e,orodeka|قفازات نتريل orodeka,قفازات نتريل Orodeka,دەستکێشی نیتریل Orodeka,قفازات نتريل أصلي من Orodeka — جودة عالية وسعر جملة.,دەستکێشی نیتریل ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1004,/images/p-gloves.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
3c368a88-ddd6-4c53-89ba-8bebb83d77af,orodeka|كماشة خلع orodeka,كماشة خلع Orodeka,کەلبەتانی دەرهێنان Orodeka,كماشة خلع أصلي من Orodeka — جودة عالية وسعر جملة.,کەلبەتانی دەرهێنان ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1006,/images/p-forceps.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
dfe2fd04-201e-484f-ae6b-dd17a84f52f6,orodeka|كمامات جراحية 3 طبقات,كمامات جراحية 3 طبقات,ماسکی نەشتەرگەری ٣ چین,"","",Orodeka,OROD-002,,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
2cce498d-dcba-43e5-abc9-824f2d59eaa4,orodeka|كمامات طبية orodeka,كمامات طبية Orodeka,دەمامکی پزیشکی Orodeka,كمامات طبية أصلي من Orodeka — جودة عالية وسعر جملة.,دەمامکی پزیشکی ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1005,/images/p-masks.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
1769f87e-be1f-440f-8fa9-20b792ebcc2b,orodeka|كومبوزيت حقنة orodeka,كومبوزيت حقنة Orodeka,کۆمپۆزیتی سیرینج Orodeka,كومبوزيت حقنة أصلي من Orodeka — جودة عالية وسعر جملة.,کۆمپۆزیتی سیرینج ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1000,/images/p-composite.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
ede90b00-5396-441f-b9e6-c372d88461be,orodeka|لاصق أسنان orodeka,لاصق أسنان Orodeka,لینکی ددان Orodeka,لاصق أسنان أصلي من Orodeka — جودة عالية وسعر جملة.,لینکی ددان ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1002,/images/p-curing-light.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
7ca1ddb6-0016-43b7-849c-2f0814fe6e04,orodeka|مادة طبعات orodeka,مادة طبعات Orodeka,کەرەستەی داغکردن Orodeka,مادة طبعات أصلي من Orodeka — جودة عالية وسعر جملة.,کەرەستەی داغکردن ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1009,/images/p-composite.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
57f8c331-3410-43e1-836a-c7db835e0f0c,orodeka|مثقب ألماسي orodeka,مثقب ألماسي Orodeka,بۆری ئەڵماس Orodeka,مثقب ألماسي أصلي من Orodeka — جودة عالية وسعر جملة.,بۆری ئەڵماس ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1003,/images/p-instruments-set.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
27c04f61-48d5-4c91-a3bc-0b4e5dc67732,orodeka|مناديل عيادة مقاومة للماء,مناديل عيادة مقاومة للماء,دەستەڕۆی کلینیک,"","",Orodeka,OROD-004,,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
b8a875de-da5e-4f46-8c7a-5648b3408973,ortholine|أسلاك تقويم niti,أسلاك تقويم NiTi,وایەری NiTi,مرونة عالية,نەرمی بەرز,OrthoLine,OL-3002,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
73349814-e24a-4adb-8594-6be6de51dd08,ortholine|حاصرات تقويم معدنية,حاصرات تقويم معدنية,براکێتی مەتەلی ڕێکخستن,طقم كامل 20 حاصرة,سێتی تەواو ٢٠ براکێت,OrthoLine,OL-3001,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
3bc4dbf3-e4ad-4bdb-b93d-70e81c9ee646,safehand|قفازات نتريل (100),قفازات نتريل (100),دەستکێشی نایترایل (١٠٠),خالية من البودرة,بێ پۆدرە,SafeHand,SH-4001,/images/p-gloves.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
f32dea6b-802c-4761-b327-3fbcb218ffb2,safehand|كمامات طبية (50),كمامات طبية (50),ماسکی پزیشکی (٥٠),ثلاث طبقات,سێ چین,SafeHand,SH-4002,/images/p-masks.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
c9d6bde7-e51a-4599-91b3-5c7adfad5aa7,shinefill|أسمنت زجاجي,أسمنت زجاجي,سیمانی شووشەیی,لاصق للحشوات الدائمة,لکێنەر بۆ پرکردنەوەی هەمیشەیی,ShineFill,SF-2002,/images/p-cement.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
03a9f5f7-e53f-46f4-85e4-cedc7d8267b8,shinefill|كومبوزيت ضوئي a2,كومبوزيت ضوئي A2,کۆمپۆزیتی ڕووناکی A2,حشوة ضوئية عالية الجودة,پرکردنەوەی ڕووناکی کوالیتی بەرز,ShineFill,SF-2001,/images/p-composite.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
5b9f0918-aee3-41f0-b43f-05a5b7812f63,tokuyama|estelite bulk fill flow,Estelite Bulk Fill Flow,Estelite Bulk Fill Flow,"","",Tokuyama,TOKU-004,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
0b51ba61-b038-4b2e-a611-d3e3d1113859,tokuyama|rebase ii مادة إعادة قاعدة,Rebase II مادة إعادة قاعدة,Rebase II مادەی بنکەی نوێ,"","",Tokuyama,TOKU-005,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
fa2301f2-08da-468f-b7e9-853e2ddec17e,tokuyama|أسلاك تقويم tokuyama,أسلاك تقويم Tokuyama,تەلی ڕێکخستن Tokuyama,أسلاك تقويم أصلي من Tokuyama — جودة عالية وسعر جملة.,تەلی ڕێکخستن ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1007,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
05279a56-bb16-43d5-adf0-3c8e29327592,tokuyama|أسمنت estecem ii,أسمنت Estecem II,سیمێنتی Estecem II,"","",Tokuyama,TOKU-003,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
84ff9f67-077d-41ec-90c9-33d4fdffda5b,tokuyama|جهاز تعقيم tokuyama,جهاز تعقيم Tokuyama,ئامێری پاککردنەوە Tokuyama,جهاز تعقيم أصلي من Tokuyama — جودة عالية وسعر جملة.,ئامێری پاککردنەوە ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1008,/images/p-autoclave.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
a76ace48-a143-4afe-9af4-3128a5855b47,tokuyama|سمنت زجاجي tokuyama,سمنت زجاجي Tokuyama,سیمێنتی شووشەیی Tokuyama,سمنت زجاجي أصلي من Tokuyama — جودة عالية وسعر جملة.,سیمێنتی شووشەیی ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1001,/images/p-cement.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
92827eaa-5621-4bf4-9042-7dcc275d2998,tokuyama|قفازات نتريل tokuyama,قفازات نتريل Tokuyama,دەستکێشی نیتریل Tokuyama,قفازات نتريل أصلي من Tokuyama — جودة عالية وسعر جملة.,دەستکێشی نیتریل ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1004,/images/p-gloves.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
b48a1a1c-87b5-4559-8849-dbb6d1d99eeb,tokuyama|كماشة خلع tokuyama,كماشة خلع Tokuyama,کەلبەتانی دەرهێنان Tokuyama,كماشة خلع أصلي من Tokuyama — جودة عالية وسعر جملة.,کەلبەتانی دەرهێنان ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1006,/images/p-forceps.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
60722ecf-5aec-4324-852c-24e651313527,tokuyama|كمامات طبية tokuyama,كمامات طبية Tokuyama,دەمامکی پزیشکی Tokuyama,كمامات طبية أصلي من Tokuyama — جودة عالية وسعر جملة.,دەمامکی پزیشکی ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1005,/images/p-masks.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
f4358c13-fbd1-4459-826b-2bdac1c0b7a8,tokuyama|كمبوزيت estelite sigma quick,كمبوزيت Estelite Sigma Quick,کۆمپۆزیتی Estelite Sigma Quick,"","",Tokuyama,TOKU-001,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
a5610d94-86cf-42c2-b4be-70d04f29ab19,tokuyama|كومبوزيت حقنة tokuyama,كومبوزيت حقنة Tokuyama,کۆمپۆزیتی سیرینج Tokuyama,كومبوزيت حقنة أصلي من Tokuyama — جودة عالية وسعر جملة.,کۆمپۆزیتی سیرینج ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1000,/images/p-composite.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
2b55bd5a-9d5a-4f13-8168-751d1b4d57fd,tokuyama|لاصق tokuyama universal bond,لاصق Tokuyama Universal Bond,بەستەری Tokuyama Universal Bond,"","",Tokuyama,TOKU-002,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
8e4ee82a-fca9-4144-b8ee-24c1edc382d5,tokuyama|لاصق أسنان tokuyama,لاصق أسنان Tokuyama,لینکی ددان Tokuyama,لاصق أسنان أصلي من Tokuyama — جودة عالية وسعر جملة.,لینکی ددان ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1002,/images/p-curing-light.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
b52aa1a7-2337-405b-962e-34e581d0ca0a,tokuyama|مادة طبعات tokuyama,مادة طبعات Tokuyama,کەرەستەی داغکردن Tokuyama,مادة طبعات أصلي من Tokuyama — جودة عالية وسعر جملة.,کەرەستەی داغکردن ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1009,/images/p-composite.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
88b4f451-b34a-4cb2-91ab-b3dc702d1879,tokuyama|مثقب ألماسي tokuyama,مثقب ألماسي Tokuyama,بۆری ئەڵماس Tokuyama,مثقب ألماسي أصلي من Tokuyama — جودة عالية وسعر جملة.,بۆری ئەڵماس ڕەسەن لە Tokuyama — کوالیتی باش و نرخی کۆ.,Tokuyama,TOKUYAMA-1003,/images/p-instruments-set.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
439a3fb1-08d2-4b68-b338-17ca58fa19f4,walaa|dental center,Dental Center,Dental Center,"","",Walaa,"",,,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
6bb291f5-6a60-4904-a7c4-51f2a2fd6f4d,walaa|dental prob,Dental prob,Dental prob,"","",Walaa,"",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFCYmRtoP_b5pjaAR3Gn8wS71fNbrna23x3jSnoy7Z77RSUo82aJsU7k&s=10,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
cfaa1043-6bdf-4a05-8401-a4f9651c925f,woodpecker|جهاز تبييض led,جهاز تبييض LED,ئامێری سپیکردنی LED,"","",Woodpecker,WOOD-003,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
99f29915-ed7e-44e9-bd74-954b653ff772,woodpecker|جهاز تنظيف جير uds-e,جهاز تنظيف جير UDS-E,ئامێری خاوێنکردنی UDS-E,"","",Woodpecker,WOOD-001,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
d910d8c3-2079-46b0-b843-3270319aa892,woodpecker|ضوء تصليب iled,ضوء تصليب iLED,لایتی توندکەری iLED,"","",Woodpecker,WOOD-002,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
eae9a498-a8a3-4e0a-8799-10f705c472cb,woodpecker|كاميرا فموية داخلية,كاميرا فموية داخلية,کامێرای ناو دەم,"","",Woodpecker,WOOD-005,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
3f4cfbfe-5126-4d8b-88a7-ff218f7e2790,woodpecker|موتور علاج جذور ai-motor,موتور علاج جذور Ai-Motor,موتۆری ڕیشە Ai-Motor,"","",Woodpecker,WOOD-004,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
34e662f8-6692-4c0e-82a2-5c59d35c7032,3m|كومبوزيت filtek z350 xt حقنة 4غم,كومبوزيت Filtek Z350 XT حقنة 4غم,کۆمپۆزیتی Filtek Z350 XT ٤گم,كومبوزيت نانو للترميم الأمامي والخلفي، حقنة 4 غرام.,کۆمپۆزیتی نانۆ بۆ ڕێستۆری پێشەوە و دواوە، ٤ گرام.,3M,DEMO-FILTEK-3MD,/images/p-composite.jpg,5868c47f-4785-49bb-8f87-56735ff83592,2026-08-22 04:32:13.964864+00,2026-08-22 04:32:13.964864+00
71b50e12-8fcd-4115-9945-4cc01f53fb0c,3m|قفازات نتريل بدون بودرة (100 حبة),قفازات نتريل بدون بودرة (100 حبة),دەستکێشی نایترایل بێ پۆدرە (١٠٠ دانە),قفازات فحص نتريل خالية من البودرة، عبوة 100 حبة.,دەستکێشی پشکنینی نایترایل بێ پۆدرە، پاکەتی ١٠٠ دانە.,3M,DEMO-NITRILE-3MD,/images/p-gloves.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:32:13.964864+00,2026-08-22 04:32:13.964864+00
201efa31-28bf-4d2f-b736-aab06ad63e13,gc|plex rt,Plex RT,Plex RT,"","",GC,"",https://jrkwxgdclonsyzdutgjs.supabase.co/storage/v1/object/sign/products/8c5cef4e-2041-4f96-8cdd-d37b8c1b423a/a55a40fb-cd6c-444b-852b-591a3b2505b5.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV8xODRkZjA3OC0yMjJhLTQyNGMtYWI0ZC1kYjY2ODEwMWRmNmEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9kdWN0cy84YzVjZWY0ZS0yMDQxLTRmOTYtOGNkZC1kMzdiOGMxYjQyM2EvYTU1YTQwZmItY2Q2Yy00NDRiLTg1MmItNTkxYTNiMjUwNWI1LndlYnAiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg3NDA2MzY3LCJleHAiOjIxMDI3NjYzNjd9.FZe7dE5QUSjCuczLppJs_1abVbIAyN8Qrq0uRNIKRiI,,2026-08-22 13:47:03.299265+00,2026-08-22 13:47:03.299265+00
d01b0fbc-1a5e-4bce-b1dc-f25a0dfb88c6,gc|rhodium matrix,Rhodium matrix,Rhodium matrix,"","",GC,"",https://jrkwxgdclonsyzdutgjs.supabase.co/storage/v1/object/sign/products/8c5cef4e-2041-4f96-8cdd-d37b8c1b423a/5ea4ff2e-c77e-48a2-9ada-91e5562cc97f.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV8xODRkZjA3OC0yMjJhLTQyNGMtYWI0ZC1kYjY2ODEwMWRmNmEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9kdWN0cy84YzVjZWY0ZS0yMDQxLTRmOTYtOGNkZC1kMzdiOGMxYjQyM2EvNWVhNGZmMmUtYzc3ZS00OGEyLTlhZGEtOTFlNTU2MmNjOTdmLndlYnAiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg3NDA2OTY2LCJleHAiOjIxMDI3NjY5NjZ9.xfP44ohDY3d9SLIgBT578r95gYCEM3emYBDKcR1kSCg,,2026-08-22 13:56:43.65949+00,2026-08-22 13:56:43.65949+00
8c58af9d-c5d8-42a3-b540-7dd4a93377ef,gc|dental mirror,Dental mirror,Dental mirror,"","",GC,"",https://jrkwxgdclonsyzdutgjs.supabase.co/storage/v1/object/sign/products/8c5cef4e-2041-4f96-8cdd-d37b8c1b423a/80c299e8-ea00-4045-9bf2-3a55c55180d3.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV8xODRkZjA3OC0yMjJhLTQyNGMtYWI0ZC1kYjY2ODEwMWRmNmEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9kdWN0cy84YzVjZWY0ZS0yMDQxLTRmOTYtOGNkZC1kMzdiOGMxYjQyM2EvODBjMjk5ZTgtZWEwMC00MDQ1LTliZjItM2E1NWM1NTE4MGQzLndlYnAiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg3NDgyMjMzLCJleHAiOjIxMDI4NDIyMzN9.pUeKIFJoqlTV8ZzoMN525p1DtBF6FGLRE_p083DqgFo,,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
